0	1	0	1	5.469741499387846
1	0	0	1	-5.469741499387846
0	1	1	0	-5.469741499387846
1	0	1	0	5.469741499387846
0	1	0	2	5.774256152931415
1	0	0	2	-5.774256152931415
0	1	2	0	-5.774256152931415
1	0	2	0	5.774256152931415
0	1	0	3	7.498807862321863
1	0	0	3	-7.498807862321863
0	1	3	0	-7.498807862321863
1	0	3	0	7.498807862321863
0	1	0	4	9.63131072653151
1	0	0	4	-9.63131072653151
0	1	4	0	-9.63131072653151
1	0	4	0	9.63131072653151
0	1	0	5	7.424848653342704
1	0	0	5	-7.424848653342704
0	1	5	0	-7.424848653342704
1	0	5	0	7.424848653342704
0	1	0	6	2.749031102090051
1	0	0	6	-2.749031102090051
0	1	6	0	-2.749031102090051
1	0	6	0	2.749031102090051
0	1	0	7	3.519424627798413
1	0	0	7	-3.519424627798413
0	1	7	0	-3.519424627798413
1	0	7	0	3.519424627798413
0	1	1	2	0.6503970957617854
1	0	1	2	-0.6503970957617854
0	1	2	1	-0.6503970957617854
1	0	2	1	0.6503970957617854
0	1	1	3	1.6194541307498498
1	0	1	3	-1.6194541307498498
0	1	3	1	-1.6194541307498498
1	0	3	1	1.6194541307498498
0	1	1	4	3.0976922480637934
1	0	1	4	-3.0976922480637934
0	1	4	1	-3.0976922480637934
1	0	4	1	3.0976922480637934
0	1	1	5	0.04092502027371098
1	0	1	5	-0.04092502027371098
0	1	5	1	-0.04092502027371098
1	0	5	1	0.04092502027371098
0	1	1	6	1.6552108093338187
1	0	1	6	-1.6552108093338187
0	1	6	1	-1.6552108093338187
1	0	6	1	1.6552108093338187
0	1	1	7	3.9281643143908647
1	0	1	7	-3.9281643143908647
0	1	7	1	-3.9281643143908647
1	0	7	1	3.9281643143908647
0	1	2	3	10.108540998050653
1	0	2	3	-10.108540998050653
0	1	3	2	-10.108540998050653
1	0	3	2	10.108540998050653
0	1	2	4	0.0
1	0	2	4	-0.0
0	1	4	2	-0.0
1	0	4	2	0.0
0	1	2	5	0.0
1	0	2	5	-0.0
0	1	5	2	-0.0
1	0	5	2	0.0
0	1	2	6	3.7153950909427955
1	0	2	6	-3.7153950909427955
0	1	6	2	-3.7153950909427955
1	0	6	2	3.7153950909427955
0	1	2	7	8.150132276247486
1	0	2	7	-8.150132276247486
0	1	7	2	-8.150132276247486
1	0	7	2	8.150132276247486
0	1	3	4	0.0
1	0	3	4	-0.0
0	1	4	3	-0.0
1	0	4	3	0.0
0	1	3	5	0.0
1	0	3	5	-0.0
0	1	5	3	-0.0
1	0	5	3	0.0
0	1	3	6	8.118891878433367
1	0	3	6	-8.118891878433367
0	1	6	3	-8.118891878433367
1	0	6	3	8.118891878433367
0	1	3	7	0.0
1	0	3	7	-0.0
0	1	7	3	-0.0
1	0	7	3	0.0
0	1	4	5	0.0
1	0	4	5	-0.0
0	1	5	4	-0.0
1	0	5	4	0.0
0	1	4	6	0.0
1	0	4	6	-0.0
0	1	6	4	-0.0
1	0	6	4	0.0
0	1	4	7	0.0
1	0	4	7	-0.0
0	1	7	4	-0.0
1	0	7	4	0.0
0	1	5	6	0.0
1	0	5	6	-0.0
0	1	6	5	-0.0
1	0	6	5	0.0
0	1	5	7	0.0
1	0	5	7	-0.0
0	1	7	5	-0.0
1	0	7	5	0.0
0	1	6	7	3.671886509980305
1	0	6	7	-3.671886509980305
0	1	7	6	-3.671886509980305
1	0	7	6	3.671886509980305
0	2	0	1	5.738350544292168
2	0	0	1	-5.738350544292168
0	2	1	0	-5.738350544292168
2	0	1	0	5.738350544292168
0	2	0	2	6.931207107816971
2	0	0	2	-6.931207107816971
0	2	2	0	-6.931207107816971
2	0	2	0	6.931207107816971
0	2	0	3	6.702559694699273
2	0	0	3	-6.702559694699273
0	2	3	0	-6.702559694699273
2	0	3	0	6.702559694699273
0	2	0	4	8.635871993428351
2	0	0	4	-8.635871993428351
0	2	4	0	-8.635871993428351
2	0	4	0	8.635871993428351
0	2	0	5	9.606859293911878
2	0	0	5	-9.606859293911878
0	2	5	0	-9.606859293911878
2	0	5	0	9.606859293911878
0	2	0	6	3.1890572074326973
2	0	0	6	-3.1890572074326973
0	2	6	0	-3.1890572074326973
2	0	6	0	3.1890572074326973
0	2	0	7	3.7424377579456203
2	0	0	7	-3.7424377579456203
0	2	7	0	-3.7424377579456203
2	0	7	0	3.7424377579456203
0	2	1	2	0.7850598883654422
2	0	1	2	-0.7850598883654422
0	2	2	1	-0.7850598883654422
2	0	2	1	0.7850598883654422
0	2	1	3	1.618429966429603
2	0	1	3	-1.618429966429603
0	2	3	1	-1.618429966429603
2	0	3	1	1.618429966429603
0	2	1	4	3.2226239604087925
2	0	1	4	-3.2226239604087925
0	2	4	1	-3.2226239604087925
2	0	4	1	3.2226239604087925
0	2	1	5	-0.19260043608735639
2	0	1	5	0.19260043608735639
0	2	5	1	0.19260043608735639
2	0	5	1	-0.19260043608735639
0	2	1	6	1.3583168575890974
2	0	1	6	-1.3583168575890974
0	2	6	1	-1.3583168575890974
2	0	6	1	1.3583168575890974
0	2	1	7	3.112139195893042
2	0	1	7	-3.112139195893042
0	2	7	1	-3.112139195893042
2	0	7	1	3.112139195893042
0	2	2	3	9.555256226681363
2	0	2	3	-9.555256226681363
0	2	3	2	-9.555256226681363
2	0	3	2	9.555256226681363
0	2	2	4	0.26382036753330457
2	0	2	4	-0.26382036753330457
0	2	4	2	-0.26382036753330457
2	0	4	2	0.26382036753330457
0	2	2	5	-0.20359758541390846
2	0	2	5	0.20359758541390846
0	2	5	2	0.20359758541390846
2	0	5	2	-0.20359758541390846
0	2	2	6	3.143481958843958
2	0	2	6	-3.143481958843958
0	2	6	2	-3.143481958843958
2	0	6	2	3.143481958843958
0	2	2	7	8.557961879295355
2	0	2	7	-8.557961879295355
0	2	7	2	-8.557961879295355
2	0	7	2	8.557961879295355
0	2	3	4	0.0
2	0	3	4	-0.0
0	2	4	3	-0.0
2	0	4	3	0.0
0	2	3	5	0.0
2	0	3	5	-0.0
0	2	5	3	-0.0
2	0	5	3	0.0
0	2	3	6	7.213604799560404
2	0	3	6	-7.213604799560404
0	2	6	3	-7.213604799560404
2	0	6	3	7.213604799560404
0	2	3	7	0.0
2	0	3	7	-0.0
0	2	7	3	-0.0
2	0	7	3	0.0
0	2	4	5	0.0
2	0	4	5	-0.0
0	2	5	4	-0.0
2	0	5	4	0.0
0	2	4	6	0.0
2	0	4	6	-0.0
0	2	6	4	-0.0
2	0	6	4	0.0
0	2	4	7	0.0
2	0	4	7	-0.0
0	2	7	4	-0.0
2	0	7	4	0.0
0	2	5	6	0.0
2	0	5	6	-0.0
0	2	6	5	-0.0
2	0	6	5	0.0
0	2	5	7	0.0
2	0	5	7	-0.0
0	2	7	5	-0.0
2	0	7	5	0.0
0	2	6	7	3.3996847456760966
2	0	6	7	-3.3996847456760966
0	2	7	6	-3.3996847456760966
2	0	7	6	3.3996847456760966
0	3	0	1	5.589273261236987
3	0	0	1	-5.589273261236987
0	3	1	0	-5.589273261236987
3	0	1	0	5.589273261236987
0	3	0	2	7.33193132905989
3	0	0	2	-7.33193132905989
0	3	2	0	-7.33193132905989
3	0	2	0	7.33193132905989
0	3	0	3	8.244401821367394
3	0	0	3	-8.244401821367394
0	3	3	0	-8.244401821367394
3	0	3	0	8.244401821367394
0	3	0	4	9.019639309432453
3	0	0	4	-9.019639309432453
0	3	4	0	-9.019639309432453
3	0	4	0	9.019639309432453
0	3	0	5	8.96920393286845
3	0	0	5	-8.96920393286845
0	3	5	0	-8.96920393286845
3	0	5	0	8.96920393286845
0	3	0	6	3.1567966249039947
3	0	0	6	-3.1567966249039947
0	3	6	0	-3.1567966249039947
3	0	6	0	3.1567966249039947
0	3	0	7	4.555134783082027
3	0	0	7	-4.555134783082027
0	3	7	0	-4.555134783082027
3	0	7	0	4.555134783082027
0	3	1	2	0.84081231910902
3	0	1	2	-0.84081231910902
0	3	2	1	-0.84081231910902
3	0	2	1	0.84081231910902
0	3	1	3	1.5084131919074364
3	0	1	3	-1.5084131919074364
0	3	3	1	-1.5084131919074364
3	0	3	1	1.5084131919074364
0	3	1	4	2.6792043109943413
3	0	1	4	-2.6792043109943413
0	3	4	1	-2.6792043109943413
3	0	4	1	2.6792043109943413
0	3	1	5	-0.09331558924762014
3	0	1	5	0.09331558924762014
0	3	5	1	0.09331558924762014
3	0	5	1	-0.09331558924762014
0	3	1	6	1.2869252109501905
3	0	1	6	-1.2869252109501905
0	3	6	1	-1.2869252109501905
3	0	6	1	1.2869252109501905
0	3	1	7	3.3581592240717093
3	0	1	7	-3.3581592240717093
0	3	7	1	-3.3581592240717093
3	0	7	1	3.3581592240717093
0	3	2	3	8.388070004861165
3	0	2	3	-8.388070004861165
0	3	3	2	-8.388070004861165
3	0	3	2	8.388070004861165
0	3	2	4	0.25537692252144406
3	0	2	4	-0.25537692252144406
0	3	4	2	-0.25537692252144406
3	0	4	2	0.25537692252144406
0	3	2	5	-0.17306349210569186
3	0	2	5	0.17306349210569186
0	3	5	2	0.17306349210569186
3	0	5	2	-0.17306349210569186
0	3	2	6	2.426045471307831
3	0	2	6	-2.426045471307831
0	3	6	2	-2.426045471307831
3	0	6	2	2.426045471307831
0	3	2	7	8.259825902327359
3	0	2	7	-8.259825902327359
0	3	7	2	-8.259825902327359
3	0	7	2	8.259825902327359
0	3	3	4	0.12058624956699353
3	0	3	4	-0.12058624956699353
0	3	4	3	-0.12058624956699353
3	0	4	3	0.12058624956699353
0	3	3	5	-0.1830190083499374
3	0	3	5	0.1830190083499374
0	3	5	3	0.1830190083499374
3	0	5	3	-0.1830190083499374
0	3	3	6	6.820278295442195
3	0	3	6	-6.820278295442195
0	3	6	3	-6.820278295442195
3	0	6	3	6.820278295442195
0	3	3	7	-0.18513908192265233
3	0	3	7	0.18513908192265233
0	3	7	3	0.18513908192265233
3	0	7	3	-0.18513908192265233
0	3	4	5	0.0
3	0	4	5	-0.0
0	3	5	4	-0.0
3	0	5	4	0.0
0	3	4	6	0.0
3	0	4	6	-0.0
0	3	6	4	-0.0
3	0	6	4	0.0
0	3	4	7	0.0
3	0	4	7	-0.0
0	3	7	4	-0.0
3	0	7	4	0.0
0	3	5	6	0.0
3	0	5	6	-0.0
0	3	6	5	-0.0
3	0	6	5	0.0
0	3	5	7	0.0
3	0	5	7	-0.0
0	3	7	5	-0.0
3	0	7	5	0.0
