0	1	0	1	5.543182331523445
1	0	0	1	-5.543182331523445
0	1	1	0	-5.543182331523445
1	0	1	0	5.543182331523445
0	1	0	2	5.626349422582684
1	0	0	2	-5.626349422582684
0	1	2	0	-5.626349422582684
1	0	2	0	5.626349422582684
0	1	0	3	7.533823048983627
1	0	0	3	-7.533823048983627
0	1	3	0	-7.533823048983627
1	0	3	0	7.533823048983627
0	1	0	4	9.542876286524145
1	0	0	4	-9.542876286524145
0	1	4	0	-9.542876286524145
1	0	4	0	9.542876286524145
0	1	0	5	7.4472889584724005
1	0	0	5	-7.4472889584724005
0	1	5	0	-7.4472889584724005
1	0	5	0	7.4472889584724005
0	1	0	6	2.890650511214957
1	0	0	6	-2.890650511214957
0	1	6	0	-2.890650511214957
1	0	6	0	2.890650511214957
0	1	0	7	3.6471902936391407
1	0	0	7	-3.6471902936391407
0	1	7	0	-3.6471902936391407
1	0	7	0	3.6471902936391407
0	1	1	2	0.7865560056421232
1	0	1	2	-0.7865560056421232
0	1	2	1	-0.7865560056421232
1	0	2	1	0.7865560056421232
0	1	1	3	1.6845450865277634
1	0	1	3	-1.6845450865277634
0	1	3	1	-1.6845450865277634
1	0	3	1	1.6845450865277634
0	1	1	4	3.164873203278705
1	0	1	4	-3.164873203278705
0	1	4	1	-3.164873203278705
1	0	4	1	3.164873203278705
0	1	1	5	0.0
1	0	1	5	-0.0
0	1	5	1	-0.0
1	0	5	1	0.0
0	1	1	6	1.484393005454573
1	0	1	6	-1.484393005454573
0	1	6	1	-1.484393005454573
1	0	6	1	1.484393005454573
0	1	1	7	3.7019632376846316
1	0	1	7	-3.7019632376846316
0	1	7	1	-3.7019632376846316
1	0	7	1	3.7019632376846316
0	1	2	3	10.108540998050653
1	0	2	3	-10.108540998050653
0	1	3	2	-10.108540998050653
1	0	3	2	10.108540998050653
0	1	2	4	0.0
1	0	2	4	-0.0
0	1	4	2	-0.0
1	0	4	2	0.0
0	1	2	5	0.0
1	0	2	5	-0.0
0	1	5	2	-0.0
1	0	5	2	0.0
0	1	2	6	3.7153950909427955
1	0	2	6	-3.7153950909427955
0	1	6	2	-3.7153950909427955
1	0	6	2	3.7153950909427955
0	1	2	7	8.150132276247486
1	0	2	7	-8.150132276247486
0	1	7	2	-8.150132276247486
1	0	7	2	8.150132276247486
0	1	3	4	0.0
1	0	3	4	-0.0
0	1	4	3	-0.0
1	0	4	3	0.0
0	1	3	5	0.0
1	0	3	5	-0.0
0	1	5	3	-0.0
1	0	5	3	0.0
0	1	3	6	8.118891878433367
1	0	3	6	-8.118891878433367
0	1	6	3	-8.118891878433367
1	0	6	3	8.118891878433367
0	1	3	7	0.0
1	0	3	7	-0.0
0	1	7	3	-0.0
1	0	7	3	0.0
0	1	4	5	0.0
1	0	4	5	-0.0
0	1	5	4	-0.0
1	0	5	4	0.0
0	1	4	6	0.0
1	0	4	6	-0.0
0	1	6	4	-0.0
1	0	6	4	0.0
0	1	4	7	0.0
1	0	4	7	-0.0
0	1	7	4	-0.0
1	0	7	4	0.0
0	1	5	6	0.0
1	0	5	6	-0.0
0	1	6	5	-0.0
1	0	6	5	0.0
0	1	5	7	0.0
1	0	5	7	-0.0
0	1	7	5	-0.0
1	0	7	5	0.0
0	1	6	7	3.671886509980305
1	0	6	7	-3.671886509980305
0	1	7	6	-3.671886509980305
1	0	7	6	3.671886509980305
0	2	0	1	5.6029338939976165
2	0	0	1	-5.6029338939976165
0	2	1	0	-5.6029338939976165
2	0	1	0	5.6029338939976165
0	2	0	2	7.153190477499514
2	0	0	2	-7.153190477499514
0	2	2	0	-7.153190477499514
2	0	2	0	7.153190477499514
0	2	0	3	6.848024282969531
2	0	0	3	-6.848024282969531
0	2	3	0	-6.848024282969531
2	0	3	0	6.848024282969531
0	2	0	4	8.745694044856405
2	0	0	4	-8.745694044856405
0	2	4	0	-8.745694044856405
2	0	4	0	8.745694044856405
0	2	0	5	9.401569910573356
2	0	0	5	-9.401569910573356
0	2	5	0	-9.401569910573356
2	0	5	0	9.401569910573356
0	2	0	6	3.0501314358639027
2	0	0	6	-3.0501314358639027
0	2	6	0	-3.0501314358639027
2	0	6	0	3.0501314358639027
0	2	0	7	3.5953751762184463
2	0	0	7	-3.5953751762184463
0	2	7	0	-3.5953751762184463
2	0	7	0	3.5953751762184463
0	2	1	2	0.6972552995553668
2	0	1	2	-0.6972552995553668
0	2	2	1	-0.6972552995553668
2	0	2	1	0.6972552995553668
0	2	1	3	1.4303753834623412
2	0	1	3	-1.4303753834623412
0	2	3	1	-1.4303753834623412
2	0	3	1	1.4303753834623412
0	2	1	4	3.0615262683383078
2	0	1	4	-3.0615262683383078
0	2	4	1	-3.0615262683383078
2	0	4	1	3.0615262683383078
0	2	1	5	0.0
2	0	1	5	-0.0
0	2	5	1	-0.0
2	0	5	1	0.0
0	2	1	6	1.4824591867257608
2	0	1	6	-1.4824591867257608
0	2	6	1	-1.4824591867257608
2	0	6	1	1.4824591867257608
0	2	1	7	3.2718224448389672
2	0	1	7	-3.2718224448389672
0	2	7	1	-3.2718224448389672
2	0	7	1	3.2718224448389672
0	2	2	3	9.533964111975612
2	0	2	3	-9.533964111975612
0	2	3	2	-9.533964111975612
2	0	3	2	9.533964111975612
0	2	2	4	0.0
2	0	2	4	-0.0
0	2	4	2	-0.0
2	0	4	2	0.0
0	2	2	5	0.0
2	0	2	5	-0.0
0	2	5	2	-0.0
2	0	5	2	0.0
0	2	2	6	3.275036320828333
2	0	2	6	-3.275036320828333
0	2	6	2	-3.275036320828333
2	0	6	2	3.275036320828333
0	2	2	7	8.714483552867492
2	0	2	7	-8.714483552867492
0	2	7	2	-8.714483552867492
2	0	7	2	8.714483552867492
0	2	3	4	0.0
2	0	3	4	-0.0
0	2	4	3	-0.0
2	0	4	3	0.0
0	2	3	5	0.0
2	0	3	5	-0.0
0	2	5	3	-0.0
2	0	5	3	0.0
0	2	3	6	7.213604799560404
2	0	3	6	-7.213604799560404
0	2	6	3	-7.213604799560404
2	0	6	3	7.213604799560404
0	2	3	7	0.0
2	0	3	7	-0.0
0	2	7	3	-0.0
2	0	7	3	0.0
0	2	4	5	0.0
2	0	4	5	-0.0
0	2	5	4	-0.0
2	0	5	4	0.0
0	2	4	6	0.0
2	0	4	6	-0.0
0	2	6	4	-0.0
2	0	6	4	0.0
0	2	4	7	0.0
2	0	4	7	-0.0
0	2	7	4	-0.0
2	0	7	4	0.0
0	2	5	6	0.0
2	0	5	6	-0.0
0	2	6	5	-0.0
2	0	6	5	0.0
0	2	5	7	0.0
2	0	5	7	-0.0
0	2	7	5	-0.0
2	0	7	5	0.0
0	2	6	7	3.3996847456760966
2	0	6	7	-3.3996847456760966
0	2	7	6	-3.3996847456760966
2	0	7	6	3.3996847456760966
0	3	0	1	5.55722011885546
3	0	0	1	-5.55722011885546
0	3	1	0	-5.55722011885546
3	0	1	0	5.55722011885546
0	3	0	2	7.434028795069346
3	0	0	2	-7.434028795069346
